,treatment_eq,treatment_eq_without_zeros,tpr,fnr,ppv,npv,fpr,accuracy,tp,fp,fn,tn,race,sentimient,model
0,inf,255.0,0.6371428571428571,0.3628571428571429,1.0,0.895645028759244,0.0,0.9118055555555555,446,0,254,2180,european,fear,robertuito
0,inf,262.0,0.6271428571428571,0.37285714285714283,1.0,0.8930766079475625,0.0,0.909375,439,0,261,2180,afroamerican,fear,robertuito
0,15.846153846153847,15.846153846153847,0.7057142857142857,0.29428571428571426,0.9743589743589743,0.9131900547829751,0.005963302752293578,0.9239583333333333,494,13,206,2167,european,joy,robertuito
0,11.5,11.5,0.7042857142857143,0.2957142857142857,0.9647749510763209,0.912621359223301,0.008256880733944955,0.921875,493,18,207,2162,afroamerican,joy,robertuito
0,0.003468208092485549,0.003468208092485549,0.9625,0.0375,0.08174097664543524,0.9984520123839009,0.30892857142857144,0.6986111111111111,77,865,3,1935,european,neutral,robertuito
0,0.003468208092485549,0.003468208092485549,0.9625,0.0375,0.08174097664543524,0.9984520123839009,0.30892857142857144,0.6986111111111111,77,865,3,1935,afroamerican,neutral,robertuito
0,1.5,1.5,0.7514285714285714,0.24857142857142858,0.8193146417445483,0.9222520107238605,0.05321100917431193,0.8993055555555556,526,116,174,2064,european,sadness,robertuito
0,1.5982142857142858,1.5982142857142858,0.7442857142857143,0.2557142857142857,0.8230647709320695,0.9203382287494437,0.05137614678899083,0.8989583333333333,521,112,179,2068,afroamerican,sadness,robertuito
0,80.75,80.75,0.5385714285714286,0.4614285714285714,0.989501312335958,0.8707482993197279,0.001834862385321101,0.8864583333333333,377,4,323,2176,european,anger,bertweet
0,16.095238095238095,16.095238095238095,0.5171428571428571,0.4828571428571429,0.9451697127937336,0.8646375650780938,0.00963302752293578,0.8753472222222223,362,21,338,2159,afroamerican,anger,bertweet
0,9.5,9.5,0.7285714285714285,0.2714285714285714,0.9622641509433962,0.9191489361702128,0.009174311926605505,0.9270833333333334,510,20,190,2160,european,fear,bertweet
0,26.666666666666668,26.666666666666668,0.6571428571428571,0.34285714285714286,0.9808102345415778,0.9004562422231439,0.004128440366972477,0.9135416666666667,460,9,240,2171,afroamerican,fear,bertweet
0,5.904761904761905,5.904761904761905,0.8228571428571428,0.17714285714285713,0.964824120603015,0.9456855015330705,0.00963302752293578,0.9496527777777778,576,21,124,2159,european,joy,bertweet
0,7.105263157894737,7.105263157894737,0.8071428571428572,0.19285714285714287,0.9674657534246576,0.9412020905923345,0.00871559633027523,0.9465277777777777,565,19,135,2161,afroamerican,joy,bertweet
0,0.0,0.0015772870662460567,1.0,0.0,0.11220196353436185,1.0,0.22607142857142856,0.7802083333333333,80,633,0,2167,european,neutral,bertweet
0,0.0,0.001366120218579235,1.0,0.0,0.09864364981504316,1.0,0.26107142857142857,0.7461805555555555,80,731,0,2069,afroamerican,neutral,bertweet
0,1.3306451612903225,1.3306451612903225,0.7642857142857142,0.2357142857142857,0.8118361153262519,0.9257091400270149,0.05688073394495413,0.8996527777777777,535,124,165,2056,european,sadness,bertweet
0,1.5491803278688525,1.5491803278688525,0.73,0.27,0.8072669826224329,0.9158878504672897,0.05596330275229358,0.8920138888888889,511,122,189,2058,afroamerican,sadness,bertweet
